Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
MNP,Northern Mariana Islands,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,Mozambique,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,126,139
MRT,Mauritania,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,165,159
MUS,Mauritius,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,23
MWI,Malawi,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,133,145
MYS,Malaysia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,18
MYT,Mayotte,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAM,Namibia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,69,78
NCL,New Caledonia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NER,Niger,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,173,173
NGA,Nigeria,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,137,133
NIC,Nicaragua,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,117,118
NIU,Niue,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLD,Netherlands,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,31
NOR,Norway,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6
NPL,Nepal,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,116,107
NRU,Nauru,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZL,New Zealand,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
OMN,Oman,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,49
PAK,Pakistan,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,83,105
PAN,Panama,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,72,61
PER,Peru,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,36,41
PHL,Philippines,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,148,136
PLW,Palau,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,116
PNG,Papua New Guinea,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,103,101
POL,Poland,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,70,62
PRI,Puerto Rico,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,47,43
PRK,"Korea, Dem. Rep.",IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRT,Portugal,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,30
PRY,Paraguay,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,106,102
PYF,French Polynesia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAT,Qatar,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,50,36
ROM,Romania,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,56,72
RUS,Russian Federation,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,123,120
RWA,Rwanda,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,58,45
SAS,South Asia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAU,Saudi Arabia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,12
SDN,Sudan,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,154,135
SEN,Senegal,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,152,154
SGP,Singapore,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
SID,Small island developing states,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLB,Solomon Islands,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,96,74
SLE,Sierra Leone,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,143,141
SLV,El Salvador,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,86,112
SMR,San Marino,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,Somalia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,Serbia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,89,92
SSA,Sub-Saharan Africa,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP,Sao Tome and Principe,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,178,163
SUR,Suriname,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,161,158
SVK,Slovak Republic,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,48
SVN,Slovenia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,42,37
SWE,Sweden,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,14
SWZ,Swaziland,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,118,124
SXM,Sint Maarten (Dutch part),IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYC,Seychelles,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,95,103
SYR,Syrian Arab Republic,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,134
TCA,Turks and Caicos Islands,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCD,Chad,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,183,183
TGO,Togo,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,160,162
THA,Thailand,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,17
TJK,Tajikistan,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,139,147
TKM,Turkmenistan,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMP,Timor-Leste,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,174,168
TON,Tonga,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,71,58
TTO,Trinidad and Tobago,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,97,68
TUN,Tunisia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,55,46
TUR,Turkey,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,65,71
TUV,Tuvalu,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZA,Tanzania,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,128,127
UGA,Uganda,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,122,123
UKR,Ukraine,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,145,152
UMC,Upper middle income,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URY,Uruguay,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,124,90
USA,United States,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4
UZB,Uzbekistan,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,166
VCT,St. Vincent and the Grenadines,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,75,75
VEN,"Venezuela, RB",IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,172,177
VIR,Virgin Islands (U.S.),IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNM,Vietnam,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,78,98
VUT,Vanuatu,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,60,76
WBG,West Bank and Gaza,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,135,131
WLD,World,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSM,Samoa,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,61,60
YEM,"Yemen, Rep.",IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,105,99
ZAF,South Africa,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34,35
ZAR,"Congo, Dem. Rep.",IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,175,178
ZMB,Zambia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,76,84
ZWE,Zimbabwe,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,157,171
