Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
MEX,Mexico,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25
MHL,Marshall Islands,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75
MIC,Middle income,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKD,"Macedonia, FYR",EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
MLI,Mali,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT,Malta,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR,Myanmar,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNA,Middle East & North Africa,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNE,Montenegro,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNG,Mongolia,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75
MNP,Northern Mariana Islands,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,Mozambique,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MRT,Mauritania,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,Mauritius,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
MWI,Malawi,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75
MYS,Malaysia,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75
MYT,Mayotte,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAM,Namibia,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCL,New Caledonia,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NER,Niger,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGA,Nigeria,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
NIC,Nicaragua,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75
NIU,Niue,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLD,Netherlands,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOR,Norway,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75
NPL,Nepal,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75
NRU,Nauru,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZL,New Zealand,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75
OMN,Oman,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK,Pakistan,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
PAN,Panama,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PER,Peru,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PHL,Philippines,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLW,Palau,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNG,Papua New Guinea,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL,Poland,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
PRI,Puerto Rico,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRK,"Korea, Dem. Rep.",EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRT,Portugal,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRY,Paraguay,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75
PYF,French Polynesia,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAT,Qatar,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROM,Romania,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
RUS,Russian Federation,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RWA,Rwanda,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAS,South Asia,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAU,Saudi Arabia,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDN,Sudan,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,Senegal,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75
SGP,Singapore,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SID,Small island developing states,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLB,Solomon Islands,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SLE,Sierra Leone,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SLV,El Salvador,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
SMR,San Marino,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,Somalia,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,Serbia,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSA,Sub-Saharan Africa,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP,Sao Tome and Principe,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,Suriname,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVK,Slovak Republic,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVN,Slovenia,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWE,Sweden,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75
SWZ,Swaziland,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SXM,Sint Maarten (Dutch part),EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYC,Seychelles,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYR,Syrian Arab Republic,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
TCA,Turks and Caicos Islands,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25
TCD,Chad,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGO,Togo,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THA,Thailand,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75
TJK,Tajikistan,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TKM,Turkmenistan,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMP,Timor-Leste,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TON,Tonga,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTO,Trinidad and Tobago,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUN,Tunisia,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR,Turkey,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUV,Tuvalu,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZA,Tanzania,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
UGA,Uganda,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UKR,Ukraine,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMC,Upper middle income,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URY,Uruguay,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,United States,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
UZB,Uzbekistan,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCT,St. Vincent and the Grenadines,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,"Venezuela, RB",EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75
VIR,Virgin Islands (U.S.),EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNM,Vietnam,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VUT,Vanuatu,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
WBG,West Bank and Gaza,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WLD,World,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSM,Samoa,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
YEM,"Yemen, Rep.",EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25
ZAF,South Africa,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAR,"Congo, Dem. Rep.",EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,Zambia,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75
ZWE,Zimbabwe,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
